source,target,value,sweep_2,sweep_3,sweep_4,sweep_5
Early development,Cognition (vocabulary),1.5512902e-05,Vocabulary,Cognition (patterns),Cognition (numbers),Cognition (working memory)
Early development,Emotional dysfunction,2.4759458e-05,Vocabulary,Cognition (patterns),Cognition (numbers),Emotional dysfunction
Early development,Hyperactivity/inattention,2.2446096e-05,Vocabulary,Cognition (patterns),Cognition (numbers),Hyperactivity/inattention
Early development,Peer relationship problems,2.5699406e-05,Vocabulary,Cognition (patterns),Cognition (numbers),Peer relationship problems
Early development,Prosocial behaviour,1.657697e-05,Vocabulary,Cognition (patterns),Cognition (numbers),Prosocial behaviour
Early development,Emotional dysfunction,3.2594187e-05,Vocabulary,Cognition (patterns),Emotional dysfunction,Emotional dysfunction
Early development,Smoking,1.544114e-05,Vocabulary,Cognition (patterns),Conduct problems,Conduct problems
Early development,Conduct problems,3.2033888e-05,Vocabulary,Cognition (patterns),Conduct problems,Conduct problems
Early development,Alcohol,2.9650218e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,9.501532e-05,Vocabulary,Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,2.3802162e-05,Vocabulary,Cognition (patterns),Peer relationship problems,Peer relationship problems
Early development,Smoking,1.5375423e-05,Vocabulary,Cognition (vocabulary),Digital access,Conduct problems
Early development,Conduct problems,3.1897554e-05,Vocabulary,Cognition (vocabulary),Digital access,Conduct problems
Early development,Hyperactivity/inattention,2.1187867e-05,Vocabulary,Cognition (vocabulary),Digital access,Hyperactivity/inattention
Early development,Smoking,2.6563072e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Cognition (vocabulary)
Early development,Cognition (vocabulary),4.666471e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Cognition (vocabulary)
Early development,Truancy,2.8340515e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Cognition (vocabulary)
Early development,Emotional dysfunction,3.5445573e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Emotional dysfunction
Early development,Conduct problems,1.8592189e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Conduct problems
Early development,Alcohol,2.9221697e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Hyperactivity/inattention
Early development,Hyperactivity/inattention,9.364211e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Hyperactivity/inattention
Early development,Prosocial behaviour,4.103792e-05,Vocabulary,Cognition (vocabulary),Cognition (reading),Prosocial behaviour
Early development,Self-harm,1.5264543e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Plays sports
Early development,Smoking,3.6836962e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (vocabulary)
Early development,Alcohol,1.5291365e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (vocabulary)
Early development,Cognition (vocabulary),6.471338e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (vocabulary)
Early development,Truancy,3.9301874e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (vocabulary)
Early development,Cognition (vocabulary),3.515736e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (working memory)
Early development,Self-harm,1.667742e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Cognition (working memory)
Early development,Smoking,1.8650177e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Emotional dysfunction
Early development,Emotional dysfunction,5.6113113e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Emotional dysfunction
Early development,Conduct problems,1.9409457e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Conduct problems
Early development,Alcohol,1.5874435e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Hyperactivity/inattention
Early development,Hyperactivity/inattention,5.0870265e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Hyperactivity/inattention
Early development,Peer relationship problems,5.8243342e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Peer relationship problems
Early development,Prosocial behaviour,3.7568894e-05,Vocabulary,Cognition (vocabulary),Cognition (numbers),Prosocial behaviour
Early development,Peer relationship problems,4.359157e-05,Vocabulary,Cognition (vocabulary),Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,3.2186534e-05,Vocabulary,Cognition (vocabulary),Prosocial behaviour,Prosocial behaviour
Early development,Smoking,3.099707e-05,Vocabulary,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,1.6980714e-05,Vocabulary,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,1.8870443e-05,Vocabulary,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,9.326143e-05,Vocabulary,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,2.1275204e-05,Vocabulary,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Conduct problems,2.288052e-05,Vocabulary,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Emotional dysfunction,1.6320224e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Conduct problems,2.4080871e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Smoking,2.5453966e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Alcohol,5.813901e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Truancy,1.636507e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-harm,2.016321e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Wellbeing,2.266931e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Conduct problems,2.2363385e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.0001863088,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,1.9173933e-05,Vocabulary,Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Emotional dysfunction,2.8878445e-05,Vocabulary,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Hyperactivity/inattention,1.5732565e-05,Vocabulary,Peer relationship problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Emotional dysfunction,1.8038343e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Emotional dysfunction
Early development,Hyperactivity/inattention,1.4905661e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Hyperactivity/inattention
Early development,Alcohol,3.266315e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Cognition (vocabulary),2.2929453e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Truancy,2.0604906e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Self-harm,1.731979e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Negative feelings,1.5259597e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,0.0001358072,Vocabulary,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,1.604414e-05,Vocabulary,Peer relationship problems,Peer relationship problems,Prosocial behaviour
Early development,Prosocial behaviour,2.7165686e-05,Vocabulary,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Early development,Hyperactivity/inattention,2.4798064e-05,Independence),Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Smoking,1.8869778e-05,Independence),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,5.6773828e-05,Independence),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Conduct problems,1.830948e-05,Independence),Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Conduct problems,1.9270024e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Smoking,2.0368807e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Alcohol,4.6524074e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-harm,1.613503e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Wellbeing,1.8140465e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Conduct problems,1.7895656e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.00014908827,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,1.5343388e-05,Independence),Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Peer relationship problems,1.7147404e-05,Independence),Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Conduct problems,1.4961747e-05,Independence),Prosocial behaviour,Conduct problems,Conduct problems
Early development,Prosocial behaviour,9.002723e-05,Independence),Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Early development,Hyperactivity/inattention,1.8624994e-05,Self-regulation),Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Smoking,2.818104e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,1.5438045e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,1.7156097e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,8.4788786e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,1.934239e-05,Self-regulation),Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,1.648391e-05,Self-regulation),Conduct problems,Emotional dysfunction,Emotional dysfunction
Early development,Smoking,8.7395376e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,4.079525e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Illegal behaviour,4.1260257e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Bullies others,5.28041e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Truancy,6.072707e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Self-harm,5.534021e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Negative feelings,1.7785977e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Emotional dysfunction,1.4522727e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Conduct problems,0.00018130876,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,2.9635608e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Prosocial behaviour,5.3404783e-05,Self-regulation),Conduct problems,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,3.9709248e-05,Self-regulation),Conduct problems,Conduct problems,Hyperactivity/inattention
Early development,Peer relationship problems,1.8042856e-05,Self-regulation),Conduct problems,Conduct problems,Peer relationship problems
Early development,Prosocial behaviour,3.3482313e-05,Self-regulation),Conduct problems,Conduct problems,Prosocial behaviour
Early development,Hyperactivity/inattention,4.109817e-05,Self-regulation),Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,1.9404146e-05,Self-regulation),Conduct problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,2.6373662e-05,Self-regulation),Conduct problems,Prosocial behaviour,Prosocial behaviour
Early development,Smoking,1.6274558e-05,Self-regulation),Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Conduct problems,3.3762884e-05,Self-regulation),Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Emotional dysfunction,2.4082401e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Smoking,1.7128348e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Conduct problems,3.553414e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Smoking,3.7560305e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Alcohol,8.579091e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Cognition (vocabulary),1.8690727e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Illegal behaviour,1.7955539e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Truancy,2.4148574e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Self-harm,2.9753177e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Wellbeing,3.345122e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Conduct problems,3.2999793e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.00027492043,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,1.8071123e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,2.829338e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Peer relationship problems
Early development,Prosocial behaviour,1.5953545e-05,Self-regulation),Hyperactivity/inattention,Hyperactivity/inattention,Prosocial behaviour
Early development,Peer relationship problems,1.4705221e-05,Self-regulation),Hyperactivity/inattention,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,2.3500967e-05,Self-regulation),Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Smoking,0.00016816052,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,9.212115e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Cognition (vocabulary),2.458079e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Illegal behaviour,4.170289e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Bullies others,7.2173425e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Truancy,0.00010237302,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Self-harm,3.3820943e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Wellbeing,3.0604086e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Self-esteem,4.6900608e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Negative feelings,3.0744424e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,0.0005059475,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Hyperactivity/inattention,3.365551e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Peer relationship problems,0.00011541896,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Conduct problems,1.6810176e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Conduct problems
Early development,Peer relationship problems,3.7219244e-05,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction,Peer relationship problems
Early development,Conduct problems,2.6721955e-05,Emotional dysfunction,Emotional dysfunction,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,2.5947016e-05,Emotional dysfunction,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,4.6600395e-05,Emotional dysfunction,Emotional dysfunction,Peer relationship problems,Peer relationship problems
Early development,Alcohol,3.2408087e-05,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,0.00010385302,Emotional dysfunction,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Emotional dysfunction,1.8732619e-05,Emotional dysfunction,Peer relationship problems,Emotional dysfunction,Emotional dysfunction
Early development,Alcohol,2.1187645e-05,Emotional dysfunction,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Cognition (vocabulary),1.4873678e-05,Emotional dysfunction,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Peer relationship problems,8.809423e-05,Emotional dysfunction,Peer relationship problems,Peer relationship problems,Peer relationship problems
Early development,Emotional dysfunction,3.3672182e-05,Conduct problems,Emotional dysfunction,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,2.2051105e-05,Conduct problems,Conduct problems,Emotional dysfunction,Emotional dysfunction
Early development,Smoking,0.00011691187,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,5.4573244e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Cognition (vocabulary),1.8612463e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Illegal behaviour,5.51953e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Bullies others,7.06379e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Truancy,8.1236736e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Self-harm,7.403055e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Negative feelings,2.3792927e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Emotional dysfunction,1.9427564e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Conduct problems,0.0002425431,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,3.9644598e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Prosocial behaviour,7.1441464e-05,Conduct problems,Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,1.6576623e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Early development,Hyperactivity/inattention,5.312046e-05,Conduct problems,Conduct problems,Conduct problems,Hyperactivity/inattention
Early development,Peer relationship problems,2.4136563e-05,Conduct problems,Conduct problems,Conduct problems,Peer relationship problems
Early development,Prosocial behaviour,4.4790468e-05,Conduct problems,Conduct problems,Conduct problems,Prosocial behaviour
Early development,Alcohol,1.715643e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,5.497847e-05,Conduct problems,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,2.5957608e-05,Conduct problems,Conduct problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,3.5280973e-05,Conduct problems,Conduct problems,Prosocial behaviour,Prosocial behaviour
Early development,Alcohol,2.1609294e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Hyperactivity/inattention,6.924786e-05,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Prosocial behaviour,3.1923373e-05,Conduct problems,Prosocial behaviour,Prosocial behaviour,Prosocial behaviour
Early development,Hyperactivity/inattention,2.1360527e-05,Hyperactivity/inattention,Cognition (patterns),Hyperactivity/inattention,Hyperactivity/inattention
Early development,Emotional dysfunction,1.4713492e-05,Hyperactivity/inattention,Conduct problems,Emotional dysfunction,Emotional dysfunction
Early development,Smoking,7.800887e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Alcohol,3.6413727e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Illegal behaviour,3.682879e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Bullies others,4.7132788e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Truancy,5.420481e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Self-harm,4.9396516e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Negative feelings,1.5875712e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Conduct problems,0.00016183568,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,2.645266e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Prosocial behaviour,4.766896e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,3.5444365e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Hyperactivity/inattention
Early development,Peer relationship problems,1.6105003e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Peer relationship problems
Early development,Prosocial behaviour,2.988622e-05,Hyperactivity/inattention,Conduct problems,Conduct problems,Prosocial behaviour
Early development,Hyperactivity/inattention,3.6684112e-05,Hyperactivity/inattention,Conduct problems,Hyperactivity/inattention,Hyperactivity/inattention
Early development,Peer relationship problems,1.7320086e-05,Hyperactivity/inattention,Conduct problems,Peer relationship problems,Peer relationship problems
Early development,Prosocial behaviour,2.3541055e-05,Hyperactivity/inattention,Conduct problems,Prosocial behaviour,Prosocial behaviour
Early development,Conduct problems,2.3758981e-05,Hyperactivity/inattention,Hyperactivity/inattention,Digital access,Conduct problems
Early development,Hyperactivity/inattention,1.5781841e-05,Hyperactivity/inattention,Hyperactivity/inattention,Digital access,Hyperactivity/inattention
Early development,Peer relationship problems,1.9644338e-05,Hyperactivity/inattention,Hyperactivity/inattention,Bullied by others,Peer relationship problems
Early development,Hyperactivity/inattention,2.3032462e-05,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (reading),Hyperactivity/inattention
Early development,Hyperactivity/inattention,2.4280154e-05,Hyperactivity/inattention,Hyperactivity/inattention,School liking,Hyperactivity/inattention
Early development,Smoking,1.8529601e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Early development,Emotional dysfunction,5.5750337e-05,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction,Emotional dysfunction
Early development,Smoking,7.964407e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Alcohol,3.7177026e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Illegal behaviour,3.760079e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Bullies others,4.812078e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Truancy,5.5341043e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Self-harm,5.0431958e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Negative feelings,1.6208496e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Conduct problems,0.00016522805,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,2.7007158e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Prosocial behaviour,4.866819e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Conduct problems
Early development,Hyperactivity/inattention,3.6187343e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Hyperactivity/inattention
Early development,Peer relationship problems,1.6442593e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Peer relationship problems
Early development,Prosocial behaviour,3.0512689e-05,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems,Prosocial behaviour
Early development,Self-harm,2.2268969e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Early development,Self-esteem,1.6777512e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Early development,Negative feelings,1.7175174e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Early development,Peer relationship problems,1.8294839e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Plays sports
Early development,Cognition (vocabulary),1.4952029e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Cognition (working memory)
Early development,Smoking,2.4023826e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Early development,Alcohol,1.7739489e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Early development,Illegal behaviour,1.7652375e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Early development,Bullies others,2.6961961e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (anger)
Early development,Self-harm,2.54452e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Early development,Negative feelings,1.7311517e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (worrying)
Early development,Self-harm,1.5813968e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Early development,Negative feelings,1.4821623e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (sadness)
Early development,Alcohol,1.4642124e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Bullies others,1.8362769e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Self-harm,5.0431467e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Wellbeing,1.7307124e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Self-esteem,1.48271e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Negative feelings,3.477726e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Emotional dysfunction,1.7441083e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Feelings (fear)
Early development,Smoking,3.9170816e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Alcohol,2.1458429e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Bullies others,1.6811864e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Truancy,2.384647e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Emotional dysfunction,0.00011785392,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Peer relationship problems,2.6885351e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Emotional dysfunction
Early development,Smoking,8.3822335e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
Early development,Alcohol,3.9127393e-05,Hyperactivity/inattention,Hyperactivity/inattention,Hyperactivity/inattention,Conduct problems
